preco,quilometragem,ano,infomacoes
129.911,1 Km,2012,Renault Master 2.5 Dci L2h2 16l 5p
71.900,90.000 Km,2014,Volkswagen Kombi Kombi Standard 1.4 (flex)
42.890,160 Km,2018,Mercedes-benz Sprinter Van 2.2 Cdi 415 Luxo Teto Alto 5p
128.008,371.000 Km,2008,Renault Master Master 2.5 Passageiro 16l 2008
60.000,390 Km,2009,Renault Master 2.5 Dci L2h2 16l 5p
42.900,197.000 Km,2011,Citroën Jumper 2.3 Hdi 16l 5p
55.000,91.000 Km,2015,Fiat Ducato 2.3 Multijet Economy 5p
78.900,184.050 Km,2008,Volkswagen Kombi 1.4 Standard Total Flex 3p
21.000,158.000 Km,2013,Peugeot Boxer Minibus 2.3 Hdi 330m Médio 15l 5p
74.910,0 Km,2019,Mercedes-benz Sprinter Van 2.2 Cdi 515 Teto Alto 5p
209.970,165.000 Km,2013,Fiat Ducato Micro Onibus
72.600,195.000 Km,2014,Renault Master 2.3 Executive L3h2 16l 5p
95.000,90.000 Km,2014,Volkswagen Kombi 1.4 Standard Total Flex 3p
42.990,168.000 Km,2013,Volkswagen Kombi 1.4 Lotação Total Flex 3p
40.000,160.000 Km,2015,Fiat Ducato 2.3 Multijet Longo Teto Alto Economy 5p
98.000,0 Km,2019,Mercedes-benz Sprinter Van 2.2 Cdi 515 Teto Alto 5p
193.000,90.000 Km,2014,Volkswagen Kombi 1.4 Standard Total Flex 3p
39.870,350.000 Km,2014,Renault Master 2.3 Executive L3h2 16l 5p
88.000,200.000 Km,2008,Fiat Ducato 2.8 Jtd 5p 2135 Mm
46.000,119.100 Km,2011,Fiat Ducato 2.3 Multijet Longo Teto Alto Economy 5p
59.800,0 Km,2019,Mercedes-benz Sprinter Van Cdi 416 Luxo Teto Alto
178.910,0 Km,2020,Renault Master 2.3 Executive L3h2 16l 5p
161.920,0 Km,2019,Mercedes-benz Sprinter Van 2.2 Cdi 415 Luxo Teto Alto 5p
164.960,116.681 Km,2014,Renault Master 2.3 Standard L2h2 16l 5p
99.900,120.000 Km,2012,Volkswagen Kombi 1.4 Lotação Total Flex 3p
30.900,0 Km,2020,Renault Master 2.3 Executive L3h2 16l 5p
164.940,257.000 Km,2008,Citroën Jumper 2.8
52.950,11.000 Km,2019,Mercedes-benz Sprinter Van 313 Extra Longa
154.960,199.999 Km,2008,Volkswagen Kombi 1.4 Standard Total Flex 3p
24.991,120.000 Km,2015,Renault Master 2.3 Executive L3h2 16l 5p
70.900,50.100 Km,2017,Peugeot 2008 1.6 16v Griffe Flex Aut. 5p
59.990,51.314 Km,2008,Chrysler Pt Cruiser 2.4 Classic 5p
27.990,136.000 Km,2016,Chevrolet Spin 1.8 Lt 5l Aut. 5p
46.900,59.600 Km,2015,Honda Fit 1.5 Lx Flex Aut. 5p
53.900,140.000 Km,2009,Honda Fit 1.5 Exl Flex Aut. 5p
34.900,74.850 Km,2015,Mercedes-benz Classe A 2.0 Amg 4matic 5p
164.990,112.000 Km,2011,Chevrolet Meriva 1.8 Premium Flex Power Easytronic 5p
23.900,117.000 Km,2016,Chevrolet Spin 1.8 Lt 5l 5p
42.900,124.264 Km,2006,Fiat Idea 1.4 Elx Flex 5p
19.000,66.000 Km,2016,Peugeot 2008 1.6 16v Griffe Flex 5p
54.990,194.249 Km,2006,Fiat Idea 1.4 Elx Flex 5p
21.900,160.000 Km,2010,Fiat Idea 1.4 Elx Flex 5p
20.900,101.000 Km,2014,Honda Fit 1.4 Lx Flex Aut. 5p
44.900,78.900 Km,2013,Citroën C3 Picasso 1.6 16v Exclusive Flex 5p
30.000,47.438 Km,2014,Fiat Idea 1.8 16v Adventure Flex 5p
38.900,87.500 Km,2015,Chevrolet Spin 1.8 Lt 5l Aut. 5p
45.590,1.400 Km,2013,Fiat Idea 1.4 Attractive Flex 5p
35.000,45.545 Km,2013,Citroën C3 Picasso 1.5 Glx Flex 5p
33.990,85.000 Km,2017,Peugeot 2008 1.6 16v Griffe Flex Aut. 5p
52.000,110.000 Km,2012,Citroën Aircross 1.6 16v Glx Flex Aut. 5p
32.900,22.000 Km,2019,Chevrolet Spin 1.8 Lt 5l Aut. 5p
65.900,170.000 Km,2013,Citroën Aircross 1.6 16v Exclusive Atacama Flex Aut. 5p
32.500,269 Km,2004,Honda Fit 1.4 Lx Aut. 5p
19.990,75.000 Km,2014,Honda Fit 1.4 Lx Flex Aut. 5p
44.990,65.000 Km,2014,Citroën Aircross 1.6 16v Glx Flex Aut. 5p
41.900,87.000 Km,2017,Chevrolet Spin 1.8 Activ 5l Aut. 5p
53.800,75.610 Km,2017,Citroën Aircross 1.6 16v Live Flex Aut. 5p
47.599,143.000 Km,2007,Fiat Idea 1.8 Hlx Flex 5p
18.900,36.000 Km,2014,Citroën Aircross 1.6 16v Glx Atacama Flex 5p
42.900,123.000 Km,2016,Honda Fit 1.5 Ex Flex Aut. 5p
58.990,63.000 Km,2018,Peugeot 2008 1.6 16v Allure Flex Aut. 5p
56.990,167.563 Km,2008,Honda Fit 1.4 Lxl Flex 5p
26.990,32.000 Km,2019,Peugeot 2008 1.6 16v Griffe Flex Aut. 5p
72.990,84.000 Km,2016,Chevrolet Spin 1.8 Lt 5l Aut. 5p
44.990,89.500 Km,2013,Chevrolet Spin 1.8 Lt 5l Aut. 5p
37.000,83.591 Km,2014,Fiat Idea 1.4 Attractive Flex 5p
31.990,86.000 Km,2015,Honda Fit 1.5 Lx Flex Aut. 5p
54.990,142.008 Km,2013,Chevrolet Spin 1.8 Lt 5l 5p
33.900,182.562 Km,2016,Chevrolet Spin 1.8 Lt 5l Aut. 5p
999.999,150.000 Km,2012,Fiat Idea 1.8 16v Adventure Flex Dualogic 5p
31.900,57.927 Km,2016,Mercedes-benz Classe A 1.6 Turbo Flex 5p
96.990,54.990 Km,2016,Honda Fit 1.5 Ex Flex Aut. 5p
92.000,108.449 Km,2010,Honda Fit 1.4 Lx Flex Aut. 5p
36.800,99.878 Km,2011,Chevrolet Meriva 1.8 Premium Flex Power Easytronic 5p
26.900,83.000 Km,2016,Suzuki S-cross 1.6 16v Glx 4x2 Aut. 5p
58.900,150.000 Km,2013,Honda Fit 1.4 Lx Flex Aut. 5p
40.800,111.111 Km,2016,Citroën Aircross 1.5 Live Flex 5p
42.900,10.137 Km,2020,Honda Fit 1.5 Ex Flex Aut. 5p
198.000,94.000 Km,2012,Dodge Journey 3.6 R/t 5p
50.000,158 Km,2008,Renault Kangoo 1.6 16v Expression Hi-flex 5p
24.900,114.000 Km,2008,Chevrolet Zafira 2.0 Elite Flex Power Aut. 5p
25.900,129.000 Km,2008,Chevrolet Zafira 2.0 Expression Flex Power Aut. 5p
24.900,66 Km,1999,Citroën Berlingo 1.8 4p
9.999,87.905 Km,2014,Jinbei Topic Van 2.0 16v Std 4p
31.800,118.000 Km,2014,Fiat Doblo Adventure
39.499,123.000 Km,2012,Nissan Livina 1.6 S Flex 5p
26.900,120.000 Km,2014,Nissan Livina 1.8 S Flex Aut. 5p
29.900,123.000 Km,2011,Citroën Xsara Picasso 1.6 Glx Flex 5p
21.990,100 Km,2006,Citroën Xsara Picasso 1.6 Glx Flex 5p
12.990,141.939 Km,2011,Honda Fit 1.4 Dx 16v
36.899,54.100 Km,2018,Honda Fit 1.5 Ex 16v
70.500,128.000 Km,2010,Dodge Journey 2.7 Sxt 5p
22.000,63.000 Km,2011,Citroën C4 Picasso 2.0 5p
32.800,89.562 Km,2016,Fiat Doblo 1.8 16v Essence Flex 5p
46.900,0 Km,2015,Dodge Journey 3.6 R/t Awd 5p
50.000,218.790 Km,2012,Chevrolet Zafira Expression 2.0 Automático
32.000,131.700 Km,2007,Volkswagen Spacefox Trend
20.900,74.000 Km,2009,Honda Fit 1.5 Ex 16v
39.900,56.000 Km,2018,Chevrolet Spin 1.8 Ltz 8v
63.900,88.020 Km,2016,Fiat Doblo Fiat Doblo 1.4 Attractive 5l
49.900,0 Km,2013,Fiat Doblo 1.8 16v Essence Flex 5p
36.500,155.000 Km,2011,Chevrolet Zafira 2.0 Comfort Flex Power 5p
30.000,142.422 Km,2006,Fiat Palio Weekend Adventure
19.900,88.212 Km,2013,Fiat Idea 1.8 Mpi Adventure 16v
33.900,145.000 Km,2005,Citroën Xsara Picasso 2.0 Exclusive 16v Gasolina 4p Manual
14.990,112 Km,2003,Citroën Xsara Picasso 2.0 Exclusive 5p
13.999,88.020 Km,2016,Fiat Doblo Fiat Doblo 1.4 Attractive 5l
49.900,176.727 Km,2017,Fiat Doblo Essence 1.8 7l
54.000,89.000 Km,2013,Jinbei Topic Escolar 2.0 16v L 4p
42.970,175.000 Km,2002,Citroën Xsara Picasso 2.0 Exclusive 5p
12.000,144.000 Km,2012,Fiat Freemont 2.4 Precision 5p
48.890,105.000 Km,2014,Fiat Freemont 2.4 Precision 5p
52.100,42.000 Km,2019,Fiat Doblo 1.8 16v Essence 7l Flex 5p
63.900,1 Km,2011,Citroën Xsara Picasso 1.6 Glx Flex 5p
22.000,160.000 Km,2014,Nissan Livina 1.8 Sl X-gear 16v
34.900,130 Km,2009,Citroën Xsara Picasso 1.6 Glx Flex 5p
16.990,68.000 Km,2013,Mitsubishi Pajero Tr4 4x4 Automatica
56.800,111.400 Km,2014,Fiat Idea 1.8 Mpi Adventure 16v
37.900,195.000 Km,2009,Fiat Idea 1.4 Mpi Elx 8v
22.990,116.909 Km,2011,Honda Fit 1.4 Lx 16v
38.400,129.000 Km,2009,Citroën C4 Picasso 2.0 5p
26.990,117.000 Km,2013,Nissan Livina 1.6 Flex 5p
27.900,109.000 Km,2012,Fiat Freemont 2.4 Emotion 5p
44.900,45.000 Km,2016,Chevrolet Spin 1.8 Lt 8v
52.990,109.264 Km,2018,Chevrolet Spin 1.8 Ltz 8v
64.990,108.080 Km,2014,Honda Fit 1.5 Twist 16v
54.899,0 Km,2021,Hyundai Hb20 1.0 Sense Flex 5p
62.490,0 Km,2021,Hyundai Hb20 1.0 Sense Flex 5p
60.990,86.000 Km,2016,Volkswagen Golf 2.0 Tsi Gti 5p
115.900,0 Km,2021,Hyundai Hb20 1.0 Sense Flex 5p
62.390,0 Km,2021,Hyundai Hb20 1.0 Sense Flex 5p
62.390,0 Km,2021,Hyundai Hb20 1.0 Sense Flex 5p
62.390,0 Km,2021,Hyundai Hb20 1.0 Sense Flex 5p
60.990,44.000 Km,2016,Hyundai Hb20 1.0 Comfort Plus 12v
44.490,103.000 Km,2012,Nissan March 1.6 S 5p
26.800,1.511 Km,2020,Volkswagen Polo 1.4 250 Tsi Gts
104.890,34.000 Km,2017,Volkswagen Golf 1.4 Tsi Highline 16v Total
95.990,96.000 Km,2012,Ford Fiesta 1.0 Pulse Flex 5p
21.900,52.000 Km,2013,Citroën C4 1.6 Glx 16v
34.900,211.000 Km,2000,Volkswagen Gol 2.0 5p
35.000,12.000 Km,2020,Volkswagen Polo 1.0 200 Tsi Highline
85.900,13.643 Km,2018,Ford Ka Ka 1.0 Se (flex)
40.800,98.000 Km,2007,Ford Focus 1.6 Gl 5p
18.999,114.000 Km,2013,Citroën C3 1.5 Tendance 8v
31.900,90.000 Km,2014,Chevrolet Cruze 1.8 Lt 16v
55.900,21.804 Km,2018,Volkswagen Gol Gol 1.6 Msi Trendline (flex)
43.900,14.236 Km,2020,Hyundai Hb20 1.0 Sense 12v
54.790,20.483 Km,2019,Hyundai Hb20 1.0 Unique 12v
46.900,77.021 Km,2018,Ford Ka 1.0 Se Flex 5p
37.990,0 Km,2021,Chevrolet Onix 1.0 Lt
67.499,27.000 Km,2020,Renault Kwid 1.0 12v Sce Intense
44.200,0 Km,2021,Hyundai Hb20 1.6 Vision Flex Aut. 5p
71.290,0 Km,2021,Hyundai Hb20 1.0 Sense Flex 5p
50.990,0 Km,2021,Hyundai Hb20 1.6 Vision Flex 5p
67.690,0 Km,2020,Hyundai Hb20 1.0 Vision Flex 5p
58.690,0 Km,2020,Hyundai Hb20 1.0 Evolution Flex 5p
61.690,96.257 Km,2017,Volkswagen Gol 1.0 12v Mpi Total Trendline
34.900,0 Km,2021,Hyundai Hb20 1.0 Sense Flex 5p
53.290,0 Km,2021,Hyundai Hb20 1.6 Vision Flex Aut. 5p
71.290,0 Km,2021,Hyundai Hb20 1.0 Sense Flex 5p
53.290,0 Km,2021,Hyundai Hb20 1.6 Vision Flex Aut. 5p
70.990,98.000 Km,2014,Ford Fiesta 1.6 Rocam Se Flex 5p
28.850,120.000 Km,2013,Peugeot 207 1.4 Xr Flex 5p
23.890,0 Km,2021,Hyundai Hb20 1.0 Evolution Flex 5p
59.290,0 Km,2020,Hyundai Hb20 1.6 Vision Flex Aut. 5p
67.990,0 Km,2020,Hyundai Hb20 1.0 Diamond Tgdi Flex Aut. 5p
76.990,0 Km,2021,Hyundai Hb20 1.0 Vision Flex 5p
56.290,0 Km,2020,Hyundai Hb20 1.0 Diamond Tgdi Flex Aut. 5p
78.290,0 Km,2020,Hyundai Hb20 1.0 Diamond Tgdi Flex Aut. 5p
79.990,0 Km,2020,Hyundai Hb20 1.0 Evolution Tgdi Flex Aut. 5p
72.190,0 Km,2020,Hyundai Hb20 1.0 Sport Tgdi Flex Aut. 5p
75.290,0 Km,2020,Hyundai Hb20 1.0 Diamond Plus Tgdi Flex Aut. 5p
86.390,136.000 Km,2011,Citroën C4 1.6 Glx Flex 5p
25.900,69.000 Km,2014,Volkswagen Fusca 2.0 Tsi 3p Automática
195.900,57.000 Km,2017,Hyundai Hb20s 1.6 Comfort Plus Flex Aut. 4p
51.000,111.800 Km,2014,Chevrolet Cobalt 1.4 Lt 4p
32.790,124.511 Km,2007,Ford Fiesta Sedan
17.900,0 Km,2020,Hyundai Hb20s 1.0 Evolution Tgdi Flex Aut. 4p
79.090,46.512 Km,2017,Ford Ka 1.0 Ti-vct Flex Se Manual
35.900,199.000 Km,2011,Renault Megane 1.6 Dynamique Hi-flex 4p
21.000,31.400 Km,2017,Mercedes-benz Classe E 2.0 Avantgarde 4p
229.000,92.000 Km,2014,Ford Fiesta Sedan 1.6 Rocam Se Flex 4p
30.900,45.000 Km,2017,Honda Civic 1.5 Touring Turbo Aut. 4p
121.998,129.000 Km,2011,Citroën C4 Pallas 2.0 Glx Flex Aut. 4p
23.900,1 Km,2016,Chevrolet Prisma 1.0 Lt 4p
39.800,100.000 Km,2014,Nissan Versa 1.6 16v Sv Flex 4p
33.799,77.000 Km,2015,Mercedes-benz Classe C 2.0 Sport Turbo 4p
139.990,85.222 Km,2011,Volkswagen Voyage 1.6 Vht Comfortline Total Flex 4p
29.900,77.000 Km,2010,Fiat Siena 1.0 Fire Flex 4p
19.900,42.500 Km,2018,Chevrolet Prisma 1.4 Lt 4p
49.916,124.490 Km,2013,Chevrolet Classic 1.0 Mpfi Ls 8v
24.990,129.000 Km,2008,Peugeot 307 Sedan 1.6 Presence Flex 4p
17.490,51.000 Km,2016,Bmw Serie 3 2.0 Sport Gp Active Flex Aut. 4p 184 Hp
122.990,94.000 Km,2014,Chevrolet Prisma 1.0 Lt 4p
35.990,70.000 Km,2010,Audi A4 2.0 Tfsi Ambiente Multitronic 4p
48.900,104.000 Km,2011,Bmw Serie 3 2.5 Aut. 4p
65.000,36.400 Km,2017,Toyota Corolla 1.8 16v Gli Flex 4p
73.900,128.000 Km,2016,Ford Ka 1.5 Se Flex 4p
34.900,9.000 Km,2020,Honda Civic 1.5 Touring Turbo Aut. 4p
143.870,139.546 Km,2013,Peugeot 207 Passion 1.4 Xr Flex 4p
22.900,73.223 Km,2017,Nissan Versa 1.6 16v Sv Aut. 4p
44.990,89.000 Km,2013,Toyota Etios 1.5 16v Xs 4p
30.990,137.600 Km,2011,Chevrolet Prisma 1.4 Maxx Econoflex 4p
20.900,95.000 Km,2011,Fiat Linea 1.8 16v Lx Flex 4p
21.000,0 Km,2021,Hyundai Hb20s 1.0 Diamond Tgdi Flex Aut. 4p
94.990,0 Km,2020,Hyundai Hb20s 1.0 Diamond Tgdi Flex Aut. 4p
83.090,0 Km,2020,Hyundai Hb20s 1.0 Diamond Plus Tgdi Flex Aut. 4p
84.390,0 Km,2021,Hyundai Hb20 1.0 Vision At
61.090,0 Km,2021,Hyundai Hb20s 1.0 Evolution Flex 4p
65.490,95.298 Km,2020,Ford Ka 1.0 Se Flex 4p
45.899,15.000 Km,2019,Ford Ka 1.5 Ti-vct Flex Se Plus Manual 2018/2019
51.980,45.000 Km,2017,Volkswagen Passat 2.0 Tsi Highline 4p
114.999,87.000 Km,2016,Nissan Versa 1.6 16v Sl Unique 4p
40.990,213.119 Km,2011,Toyota Camry 3.5 Xle V6 24v Gasolina Blindado
55.000,86.000 Km,2007,Bmw 530 Sport
65.900,83.500 Km,2013,Fiat Siena 1.4 El Flex 4p
28.850,129.000 Km,2014,Chevrolet Classic 1.0 Ls Flex Power 4p
22.900,220.500 Km,1995,Mercedes-benz Classe C C280 Elegance
28.000,3.000 Km,2020,Fiat Cronos 1.8 Drive 16v Flex Aut. 4p
69.990,68.250 Km,2017,Nissan Versa 1.0 12v Conforto 4p
39.900,98.000 Km,2009,Chevrolet Vectra 2.0 Expression Flex Power 4p
25.900,20.855 Km,2018,Toyota Corolla 2.0 16v Xei Flex Multi-drive S 4p
137.900,78.370 Km,2014,Volkswagen Tiguan 2.0 Tsi 16v Turbo
68.990,60.000 Km,2014,Land Rover Evoque 2.0 Si4 Prestige 5p
134.999,0 Km,2021,Volkswagen Nivus 1.0 200 Tsi Highline
116.900,31.000 Km,2019,Jac T40 1.6 16v Cvt 5p
65.990,122.002 Km,2018,Honda Hr-v 1.8 Exl Flex Aut. 5p
85.875,35.502 Km,2018,Renault Captur 1.6 16v Sce Life
71.900,0 Km,2021,Hyundai Creta 1.6 Limited Flex Aut. 5p
106.490,0 Km,2021,Hyundai Creta 1.6 Limited Flex Aut. 5p
106.490,0 Km,2021,Hyundai Creta Smart Plus
95.990,0 Km,2021,Hyundai Creta 1.6 Limited Flex Aut. 5p
108.490,0 Km,2021,Hyundai Creta Smart Plus 1.6 At
94.990,0 Km,2021,Hyundai Creta 2.0 Prestige Flex Aut. 5p
113.490,0 Km,2021,Hyundai Creta 2.0 Prestige Flex Aut. 5p
116.590,0 Km,2020,Hyundai Creta 1.6 Action Flex Aut. 5p
84.990,0 Km,2021,Hyundai Creta 1.6 Action Flex Aut. 5p
85.490,0 Km,2021,Hyundai Creta 1.6 Limited Flex Aut. 5p
103.890,0 Km,2020,Hyundai Creta 1.6 Action Flex Aut. 5p
83.390,0 Km,2021,Hyundai Creta Creta Limited 1.6 Automático
104.990,0 Km,2021,Hyundai Creta Creta Limited 1.6
104.990,19.000 Km,2018,Bmw X6 3.0 Xdrive35i 5p
339.000,52.000 Km,2017,Mercedes-benz Classe Glc 2.0 Sport Turbo 4matic 5p 1602 Mm
229.990,119.900 Km,2014,Land Rover Discovery 3.0 Sdv6 Se 5p
149.853,81.000 Km,2010,Bmw X1 X1 3.0 24v Gasolina Xdrive28i
65.000,113.000 Km,2013,Mitsubishi Pajero Tr4 2.0 4x2 Flex Aut. 5p
45.890,0 Km,2020,Jeep Compass 2.0 S 4x4 Aut. 5p
183.990,93.250 Km,2007,Ford Ecosport 1.6 Xlt Freestyle Flex 5p
23.990,101.000 Km,2016,Honda Hr-v 1.8 Ex Flex Aut. 5p
79.900,0 Km,2021,Hyundai Creta 1.6 Action Flex Aut. 5p
84.990,112.000 Km,2007,Ford Ecosport 1.6 Xlt Flex 5p
26.900,79.005 Km,2014,Kia Sportage 2.0 Ex 4x2 16v Flex 4p Automático
74.000,75.017 Km,2018,Jeep Compass 2.0 Longitude Flex Aut. 5p
96.900,100.000 Km,2011,Hyundai Tucson 2.0 Gl 4x2 5p
33.990,130.000 Km,2015,Hyundai Tucson 2.0 Gls 4x2 Flex Aut. 5p
45.990,70.000 Km,2015,Land Rover Evoque 2.0 Si4 Pure Tech Pack 5p
119.999,107.000 Km,2012,Hyundai Ix35 2.0 Mpfi Gls 4x2 16v
64.990,85.700 Km,2013,Kia Sportage 2.0 Ex 4x2 Flex Aut. 5p
74.000,70.000 Km,2014,Land Rover Range Rover Sport 3.0 V6 Hse Supercharged 5p
300.000,130.000 Km,2006,Mercedes-benz Classe Ml 3.5 5p
48.500,5 Km,2015,Lexus Nx 200t Nx 200t 2.0 F-sport 4x4 16v Turbo Gasolina 4p Automático
119.865,43.929 Km,2011,Volvo Xc60 3.0 T6 R-design 5p
85.000,78.100 Km,2012,Ford Ecosport 1.6 Xlt Freestyle Flex 5p
36.800,137.000 Km,2006,Land Rover Discovery 4.0 V6 Se 5p
44.500,58.000 Km,2017,Hyundai Tucson 2.0 Gls 4x2 Flex Aut. 5p
54.999,87.890 Km,2016,Mercedes-benz Classe Gla 1.6 Style Turbo Flex 5p
102.900,90.000 Km,2015,Kia Sportage 2.0 Lx 4x2 Flex Aut. 5p
68.990,23.000 Km,2018,Bmw X1 2.0 Xdrive25i Sport Active Flex 5p
179.990,29.900 Km,2018,Mercedes-benz Classe Gla 1.6 Style Turbo Flex 5p
168.900,19.000 Km,2019,Jeep Compass 2.0 Longitude Aut. 5p
78.990,34 Km,2021,Chevrolet S10 2.8 Ltz Cab. Dupla 4x4 Aut. 4p
227.000,0 Km,2014,Chevrolet S10 2.8 Lt Cab. Dupla 4x2 Aut. 4p
90.000,140.000 Km,2018,Ford Ranger 2.2 Xls Cab. Dupla 4x4 Aut. 4p
126.900,100 Km,2019,Volkswagen Amarok 3.0 Highline Cab. Dupla V6 4x4 Aut. 4p
195.890,116.000 Km,2015,Volkswagen Saveiro Saveiro 2015 City
32.900,120.000 Km,2013,Chevrolet Trailblazer 2.8 Ltz 4x4 Aut. 5p
110.000,1 Km,2000,Ford Ranger 2.5 Xlt Cab. Dupla 4x4 4p
285.000,50.000 Km,1996,Ford Ranger Xl
45.000,81.000 Km,2015,Chevrolet S10 2.4 Ls Cab. Dupla 4x2 Flex 4p
72.900,1 Km,2018,Ford Ranger 2.2 Xls Cab. Dupla 4x4 4p
90.000,249.360 Km,2013,Iveco Daily 35s14
99.000,180.000 Km,2010,Fiat Strada 1.8 Adventure Locker Ce Flex 2p
35.000,240.000 Km,2011,Volkswagen Amarok 2.0 Se Cab. Dupla 4x4 4p
68.000,73.749 Km,2022,Chevrolet D-10 Cabine Simples
55.000,49.000 Km,2020,Renault Duster Oroch 2.0 16v Dynamique Hi-flex Aut. 4p
79.800,0 Km,2020,Chevrolet Montana 1.4 Ls Econoflex 2p
64.999,0 Km,2021,Fiat Strada 1.3 Freedom Cab. Dupla Flex 4p
90.900,104.000 Km,2018,Fiat Strada 1.4 Hard Working Cab. Dupla Flex 3p
59.900,45.000 Km,2018,Fiat Strada 1.4 Working Flex 2p
38.900,1 Km,2013,Renault Master 2.5 Dci L2h1 2p
76.900,1 Km,2021,Volkswagen Saveiro 1.6 Robust Cab. Simples Total Flex 2p
65.999,104.000 Km,2013,Ford Courier 1.6 L Flex 2p
32.800,0 Km,2021,Fiat Strada Endurance 1.4 Cd
76.990,38.750 Km,2017,Fiat Toro 2.4 16v Freedom Flex 4x2 Aut. 4p
85.900,8.432 Km,2020,Fiat Toro 2.0 Ultra 4x4 Aut. 4p(5ck (pintura Sólida))
140.000,29.860 Km,2018,Ram Ram 2500 6.7 Laramie Cab. Dupla 4x4 Aut. 4p
279.000,0 Km,2017,Fiat Toro 2.0 Volcano 4x4 Aut. 4p
100.000,57.985 Km,2016,Chevrolet S10 2.4 Advantage Cab. Dupla 4x2 Flex 4p
81.990,98.000 Km,2015,Chevrolet S10 2.5 Lt Cab. Dupla 4x2 Flex 4p
82.000,170.000 Km,2012,Ford Ranger 3.0 Xl Cab. Dupla 4x4 4p
62.450,0 Km,2021,Renault Master 2.3 L2h1 2p
139.900,0 Km,2021,Fiat Strada 1.3 Volcano Cab. Dupla 16v Flex 4p
98.900,27.850 Km,2019,Volkswagen Saveiro 1.6 Trendline Cab. Simples Total Flex 2p
55.960,16.000 Km,2019,Fiat Strada 1.4 Hard Working Flex 2p
54.970,38.000 Km,2020,Fiat Strada 1.4 Hard Working Flex 2p
56.980,31.000 Km,2020,Volkswagen Saveiro 1.6 Trendline Cab. Simples Total Flex 2p
57.980,15.000 Km,2019,Renault Master 2.3 L2h1 2p
124.800,0 Km,2021,Fiat Strada 1.4 Endurance Cab. Plus Flex 2p
73.980,0 Km,2020,Volkswagen Saveiro 1.6 Robust Cab. Simples Total Flex 2p
61.990,0 Km,2021,Fiat Toro 2.0 Volcano 4x4 Aut. 4p
138.990,0 Km,2021,Chevrolet S10 Ltz
218.990,100 Km,2019,Volkswagen Amarok 3.0 Highline Cab. Dupla V6 4x4 Aut. 4p
195.890,1 Km,2020,Chevrolet Montana 1.4 Ls Econoflex 2p
65.999,167.000 Km,2012,Volkswagen Amarok 2.0 Cab. Dupla 4x2 4p
67.800,65.000 Km,2017,Toyota Hilux 2.7 Srv Cab. Dupla 4x2 Flex Aut. 4p
139.000,254.000 Km,2003,Mitsubishi L200 2.5 Sport Gls Cab. Dupla 4x4 4p
35.000,21.745 Km,2019,Chevrolet Montana 1.4 Ls Econoflex 2p
50.900,0 Km,2000,Dodge Dakota 5.2 R/t Cab. Estendida 2p
84.900,390.000 Km,2008,Iveco 35s14 Micro Ônibus
47.000,45.000 Km,2018,Fiat Fiorino 1.4 Hard Working Flex 4p
57.890,1 Km,2006,"Fiat Ducato 2.8 Jtd 7,5m3 5p"
38.000,110.500 Km,2016,Renault Master 2.3 Grand L2h2 5p
99.920,103.000 Km,2012,Renault Master 2.5 Dci L3h2 5p
110.000,171.000 Km,2012,Renault Master 2.5 Dci L3h2 5p
75.000,205.000 Km,2013,Volkswagen Kombi 1.4 Total Flex 3p
29.500,0 Km,2020,Fiat Fiorino 1.4 Hard Working Flex 4p
69.999,0 Km,2021,Fiat Fiorino 1.4 Flex 4p
66.899,0 Km,2021,Fiat Fiorino 1.4 Flex 4p
70.999,116 Km,2010,Ford Transit 2.4 Curto 5p
56.900,86.000 Km,2016,Fiat Fiorino 1.4 Flex 4p
52.500,108.000 Km,2012,Volkswagen Kombi 1.4 Total Flex 3p
25.600,30.300 Km,2019,Fiat Fiorino 1.4 Hard Working Flex 4p
56.000,0 Km,2021,Renault Master 2.3 L1h1 5p
129.900,0 Km,2021,Renault Master 2.3 Extra L3h2 5p
151.900,0 Km,2020,Peugeot Expert Business
139.900,0 Km,2020,Fiat Ducato 2.3 Médio (10m3) 5p
159.900,0 Km,2021,Renault Master 2.3 Extra L3h2 5p
155.900,0 Km,2021,Renault Master 2.3 Extra L3h2 5p
159.900,0 Km,2020,Renault Master 2.3 Grand L2h2 5p
145.900,0 Km,2021,Renault Master 2.3 Grand L2h2 5p
157.900,0 Km,2020,Renault Master Master Executiva L3h2 16 Lugares
173.900,0 Km,2021,Renault Master 2.3 Grand L2h2 5p
159.900,0 Km,2021,Renault Master 2.3 Extra L3h2 5p
159.900,0 Km,2021,Renault Master 2.3 Grand L2h2 5p
182.900,0 Km,2021,Renault Master 2.3 Grand L2h2 5p
194.900,0 Km,2021,Renault Master 2.3 Extra L3h2 5p
159.900,0 Km,2021,Renault Master 2.3 L1h1 5p
145.900,0 Km,2021,Renault Master 2.3 Grand L2h2 5p
194.900,0 Km,2021,Renault Master 2.3 Grand L2h2 5p
151.900,0 Km,2020,Peugeot Expert Business
139.900,0 Km,2021,Renault Master 2.3 Grand L2h2 5p
151.900,0 Km,2021,Renault Master 2.3 Grand L2h2 5p
151.900,0 Km,2021,Renault Master 2.3 Extra L3h2 5p
159.900,0 Km,2021,Renault Master 2.3 Extra L3h2 5p
159.900,0 Km,2021,Renault Master 2.3 L1h1 5p
157.900,0 Km,2021,Renault Master 2.3 Extra L3h2 5p
159.900,0 Km,2021,Renault Master 2.3 Grand L2h2 5p
