marca,modelo,motor,ano,quilometragem,novo,preco
honda,City,1.5,2015,75000,0,49900
chevrolet,Prisma,1.4,2018,55802,0,52900
honda,City,1.5,2019,43400,0,71800
volkswagem,Voyage,1.0,2020,25636,0,48500
chevrolet,Cobalt,1.8,2017,43800,0,51900
volkswagem,Virtus,1.0,2020,39879,0,80900
toyota,Corolla,2.0,2011,129000,0,41900
ford,Ka,1.0,2017,38500,0,33990
hyundai,Hb20s,1.6,2014,101500,0,44990
toyota,Corolla,2.0,2018,17799,0,95980
peugeot,408,2.0,2012,138000,0,25590
volkswagem,Virtus,1.0,2020,5380,0,88980
hyundai,Hb20s,1.6,2014,132000,0,39900
honda,Civic,1.8,2010,999,0,39990
nissan,Versa,1.6,2017,81000,0,49500
honda,Civic,1.8,2014,90000,0,56900
mercedes,Classe,2.0,2015,32000,0,195000
fiat,Grand,1.6,2015,81000,0,39990
bmw,Serie,2.0,2015,103000,0,84900
ford,Focus,1.6,2008,87380,0,18890
toyota,Corolla,2.0,2013,98000,0,56731
ford,Ka,1.0,2015,34973,0,34893
nissan,Sentra,2.0,2012,177000,0,32900
honda,City,1.5,2015,130000,0,55900
toyota,Corolla,2.0,2018,58517,0,90000
kia,Sorento,2.4,2011,0,1,50454
land rover,Rover,2.0,2014,109000,0,124900
jeep,Compass,2.0,2020,1,0,117990
audi,Q3,2.0,2014,70000,0,85999
honda,Hr-v,1.8,2016,75000,0,69990
renault,Captur,,2018,48790,0,71900
renault,Captur,1.6,2019,22649,0,66900
kia,Sportage,2.0,2016,77815,0,82900
jeep,Renegade,1.8,2019,47918,0,71990
ford,Ecosport,2.0,2019,40000,0,77890
nissan,Kicks,1.6,2017,62095,0,74900
land rover,Rover,3.0,2010,128000,0,97890
volkswagem,Nivus,1.0,2021,0,1,111890
ford,Ecosport,1.6,2006,114000,0,23990
volkswagem,T-cross,1.4,2020,39896,0,117980
audi,Q3,1.4,2018,45986,0,114980
volkswagem,T-cross,1.0,2020,8061,0,89980
chery,Tiggo,1.5,2021,2978,0,96980
jeep,Compass,2.0,2017,26000,0,88990
jeep,Renegade,1.8,2016,88000,0,68990
toyota,Sw4,2.8,2017,93000,0,229000
jeep,Compass,2.0,2018,68000,0,99900
renault,Captur,,2019,37000,0,74890
chevrolet,Tracker,1.0,2021,2000,0,104890
kia,Sportage,2.0,2012,75000,0,64890
hyundai,Creta,2.0,2018,45111,0,88900
ford,Ecosport,1.6,2007,105000,0,24900
chevrolet,Tracker,1.4,2018,52300,0,84900
honda,Wr-v,1.5,2020,18000,0,71900
Mitsubishi,Asx,2.0,2016,41000,0,69900
jeep,Renegade,1.8,2016,34000,0,65990
honda,Hr-v,1.8,2016,64000,0,86900
honda,Hr-v,1.8,2016,77000,0,78000
renault,Duster,1.6,2015,74000,0,42990
volkswagem,Nivus,1.0,2021,1580,0,113990
ford,Ecosport,1.5,2020,7600,0,74990
land rover,Rover,3.0,2014,124000,0,169990
honda,Hr-v,1.8,2018,64000,0,89000
jeep,Renegade,1.8,2016,60000,0,65900
jeep,Compass,2.0,2018,62400,0,89998
jeep,Compass,2.0,2018,62500,0,89999
ford,Ecosport,1.6,2017,80000,0,53900
volkswagem,T-cross,1.4,2020,30000,0,113900
hyundai,Tucson,2.0,2014,73250,0,44950
Mitsubishi,Pajero,2.0,2014,95000,0,57000
bmw,X1,2.0,2017,34100,0,170900
land rover,Rover,3.0,2013,116500,0,117550
ford,Ecosport,1.6,2010,132447,0,34900
ford,Ranger,3.2,2014,142700,0,100000
ford,Ranger,2.3,2003,153000,0,25900
toyota,Hilux,2.8,2020,0,1,215900
fiat,Toro,2.0,2021,0,1,137800
volkswagem,Saveiro,1.6,2012,136000,0,31990
chevrolet,S10,2.5,2020,0,1,136990
volkswagem,Saveiro,1.6,2009,210000,0,19500
chevrolet,Trailblazer,2.8,2016,12600,0,109859
fiat,Toro,1.8,2020,0,1,79990
volkswagem,Saveiro,1.6,2021,0,1,79890
Mitsubishi,L200,3.2,2015,156000,0,108000
nissan,Frontier,2.5,2011,178813,0,64900
volkswagem,Saveiro,1.6,2019,29000,0,47970
Mitsubishi,L200,2.4,2021,0,1,208500
Mitsubishi,L200,3.2,2012,162000,0,74900
volkswagem,Saveiro,1.6,2018,17000,0,46990
ford,F-250,4.2,2001,1,0,50000
fiat,Toro,1.8,2017,110000,0,73000
ford,Ranger,3.2,2020,0,1,223500
volkswagem,Saveiro,1.6,2014,92300,0,32990
dodge,Dakota,3.9,1999,1,0,21500
ford,Ranger,4.0,1999,0,1,25000
fiat,Toro,1.8,2019,31034,0,79870
fiat,Strada,1.8,2011,131000,0,32500
dodge,Ram,,2012,198000,0,168900
fiat,Strada,1.4,2021,0,1,80990
nissan,Frontier,2.5,2008,240000,0,63920
chevrolet,S10,2.8,2021,0,1,187500
toyota,Hilux,,2006,90000,0,85000
nissan,Frontier,2.3,2021,0,1,164990
fiat,Toro,1.8,2021,0,1,80870
toyota,Hilux,2.8,2016,125307,0,171990
fiat,Toro,1.8,2017,59000,0,78990
fiat,Strada,1.4,2021,0,1,63890
fiat,Strada,1.3,2021,0,1,69999
fiat,Strada,1.4,2018,38000,0,44980
nissan,Frontier,2.5,2012,151000,0,73900
renault,Master,2.3,2021,0,1,143900
mercedes,Sprinter,2.2,2021,0,1,179900
fiat,Strada,,2021,0,1,89454
fiat,Toro,2.0,2020,0,1,138870
Mitsubishi,L200,2.4,2021,100,0,299000
volkswagem,Saveiro,1.6,2018,17000,0,46970
fiat,Strada,1.4,2021,0,1,79800
volkswagem,Saveiro,1.6,2015,96000,0,34900
fiat,Strada,1.4,2021,0,1,58999
dodge,Dakota,3.9,2000,999999,0,999999
renault,Master,2.3,2021,0,1,195900
peugeot,Expert,,2020,0,1,139900
renault,Master,2.3,2021,0,1,159900
renault,Master,2.3,2021,0,1,151900
renault,Master,2.3,2021,0,1,194900
renault,Master,2.3,2021,0,1,195900
renault,Master,2.3,2021,0,1,195900
renault,Master,2.3,2021,0,1,195900
renault,Master,2.3,2021,0,1,195900
renault,Master,2.3,2021,0,1,151900
renault,Master,2.3,2021,0,1,189900
renault,Master,2.3,2021,0,1,182900
renault,Master,2.3,2021,0,1,157900
fiat,Ducato,,2019,0,1,159900
renault,Master,2.3,2021,0,1,159900
renault,Master,2.3,2021,0,1,151900
renault,Master,2.3,2021,0,1,151900
renault,Master,2.3,2021,0,1,151900
renault,Master,2.3,2021,0,1,151900
renault,Master,2.3,2021,0,1,159900
renault,Master,2.3,2021,0,1,159900
renault,Master,2.3,2021,0,1,159900
renault,Master,2.3,2021,0,1,151900
renault,Master,2.3,2021,0,1,151900
renault,Master,2.3,2021,0,1,159900
renault,Master,2.3,2021,0,1,151900
renault,Master,2.3,2021,0,1,151900
renault,Master,2.3,2021,0,1,151900
renault,Master,2.3,2021,0,1,159900
renault,Master,2.3,2021,0,1,182900
renault,Master,2.3,2021,0,1,151900
renault,Master,2.3,2021,0,1,159900
renault,Master,2.3,2021,0,1,189900
renault,Master,2.3,2021,0,1,159900
renault,Master,2.3,2021,0,1,159900
renault,Master,2.3,2021,0,1,159900
renault,Master,2.3,2021,0,1,151900
renault,Master,2.3,2021,0,1,151900
renault,Master,2.3,2021,0,1,195900
renault,Master,2.3,2021,0,1,151900
renault,Master,2.3,2021,0,1,159900
renault,Master,2.3,2021,0,1,159900
renault,Master,2.3,2021,0,1,159900
renault,Master,2.3,2021,0,1,151900
renault,Master,2.3,2021,0,1,151900
renault,Master,2.3,2021,0,1,159900
renault,Master,2.3,2021,0,1,151900
renault,Master,2.3,2021,0,1,159900
renault,Master,2.3,2019,0,1,161900
renault,Master,2.3,2019,0,1,161990
renault,Master,2.3,2019,0,1,161980
mercedes,Sprinter,,2019,2700,0,194990
mercedes,Sprinter,,2019,2700,0,194960
mercedes,Sprinter,,2019,2700,0,194950
mercedes,Sprinter,,2020,0,1,190000
mercedes,Sprinter,,2019,0,1,178900
mercedes,Sprinter,2.2,2019,0,1,164930
renault,Master,2.3,2020,0,1,159900
renault,Master,2.3,2020,0,1,161930
mercedes,Sprinter,2.2,2019,0,1,164980
mercedes,Sprinter,2.2,2019,0,1,164950
renault,Master,2.3,2020,0,1,159880
mercedes,Sprinter,2.2,2019,0,1,164940
mercedes,Sprinter,2.2,2019,0,1,164920
mercedes,Sprinter,2.2,2019,0,1,164970
mercedes,Sprinter,2.2,2019,0,1,164950
mercedes,Sprinter,2.2,2019,0,1,164930
mercedes,Sprinter,2.2,2019,0,1,164920
renault,Master,2.3,2020,0,1,159870
renault,Master,2.3,2020,0,1,159880
renault,Master,2.3,2020,0,1,159910
mercedes,Sprinter,2.2,2019,0,1,189910
mercedes,Sprinter,2.2,2019,0,1,189900
mercedes,Sprinter,2.2,2019,0,1,209960
renault,Master,2.3,2020,0,1,159910
renault,Master,2.3,2020,0,1,159890
renault,Master,2.3,2020,0,1,159950
renault,Master,2.3,2020,0,1,159920
renault,Master,2.3,2020,0,1,159910
renault,Master,2.3,2020,0,1,161910
renault,Master,2.3,2019,0,1,161890
renault,Master,2.3,2020,0,1,149910
mercedes,Sprinter,2.2,2019,0,1,189910
mercedes,Sprinter,2.2,2019,0,1,189900
mercedes,Sprinter,2.2,2019,0,1,164980
mercedes,Sprinter,2.2,2019,0,1,164980
mercedes,Sprinter,2.2,2019,0,1,164970
renault,Master,2.3,2019,0,1,144910
renault,Master,2.3,2019,0,1,144960
renault,Master,2.3,2020,20000,0,158900
mercedes,Sprinter,2.2,2019,0,1,189008
mercedes,Sprinter,2.2,2019,0,1,189007
mercedes,Sprinter,2.2,2019,0,1,189006
fiat,Ducato,2.3,2014,217000,0,94930
fiat,Ducato,2.3,2014,217000,0,94920
fiat,Ducato,2.3,2014,217000,0,94910
chery,Face,1.3,2012,76000,0,16900
honda,Fit,1.4,2011,130000,0,29900
honda,Fit,1.4,2013,67000,0,42000
chevrolet,Meriva,1.4,2010,139000,0,21480
chrysler,Pt,2.4,2006,98000,0,25000
chevrolet,Meriva,1.8,2006,154000,0,20990
honda,Fit,1.4,2007,230500,0,27900
honda,Fit,1.5,2014,85000,0,43990
honda,Fit,1.5,2010,1,0,32900
citroen,Aircross,1.5,2017,56750,0,44490
honda,Fit,1.4,2014,60858,0,37500
fiat,Idea,1.8,2010,125000,0,25800
fiat,Idea,1.8,2011,0,1,29900
fiat,Idea,1.8,2007,129000,0,18000
honda,Fit,1.5,2018,52673,0,67990
honda,Fit,1.5,2021,0,1,80100
citroen,Aircross,1.6,2013,112457,0,31900
honda,Fit,1.5,2015,51059,0,47900
honda,Fit,1.4,2014,119875,0,39900
citroen,Aircross,1.6,2018,34200,0,54990
honda,Fit,1.4,2008,140000,0,25900
fiat,Idea,1.8,2013,84900,0,38800
chevrolet,Spin,1.8,2016,85170,0,55990
citroen,C3,1.6,2012,114000,0,26900
honda,Fit,1.5,2019,0,1,85900
jac,T40,2.0,2018,78000,0,51900
mercedes,Classe,1.9,2001,172210,0,11900
citroen,Aircross,1.6,2018,45000,0,55800
honda,Fit,1.5,2020,1387,0,86990
fiat,Idea,1.6,2011,78000,0,26900
fiat,Uno,1.6,1993,90000,0,25950
honda,Fit,1.4,2014,96000,0,39990
mercedes,Classe,1.7,2011,89000,0,38300
citroen,Aircross,1.6,2016,56000,0,45500
fiat,Idea,1.8,2008,187000,0,22900
honda,Fit,1.4,2010,129000,0,32990
citroen,Aircross,1.6,2011,70753,0,36900
fiat,Idea,1.4,2006,101,0,17500
fiat,Idea,1.4,2010,132501,0,23149
honda,Fit,1.4,2013,99000,0,37900
chevrolet,Meriva,1.8,2006,127002,0,20900
fiat,Idea,1.4,2007,177000,0,18900
chrysler,Pt,2.4,2006,112000,0,23500
honda,Fit,1.5,2015,62537,0,49900
citroen,C3,1.6,2014,70000,0,30499
honda,Fit,1.4,2014,78000,0,41490
chevrolet,Meriva,1.4,2010,112000,0,21900
honda,Fit,1.4,2009,97000,0,28900
dodge,Journey,3.6,2013,76200,0,59000
renault,Scenic,1.6,2001,165000,0,10000
chrysler,Town,3.8,2008,57000,0,60000
citroen,Berlingo,1.8,2002,162000,0,15000
nissan,Livina,1.8,2014,120000,0,30000
citroen,Xsara,2.0,2007,180000,0,14000
nissan,Livina,1.6,2011,170,0,21500
chevrolet,Zafira,2.0,2012,130000,0,34000
fiat,Doblo,1.8,2014,370000,0,22000
fiat,Freemont,2.4,2014,83000,0,53999
nissan,Livina,1.8,2013,138000,0,26000
chevrolet,Zafira,2.0,2010,146000,0,24500
kia,Soul,1.6,2011,107000,0,32000
renault,Scenic,2.0,2006,186500,0,13500
renault,Scenic,1.6,2007,176450,0,11000
mercedes,Classe,,2009,134500,0,24500
nissan,Grand,1.8,2012,108000,0,29900
fiat,Doblo,1.8,2009,252000,0,26000
chevrolet,Zafira,2.0,2003,100000,0,13000
renault,Scenic,2.0,2004,180000,0,11900
citroen,C4,2.0,2009,120000,0,20000
chevrolet,Zafira,2.0,2008,185745,0,16000
fiat,Doblo,1.3,2005,161000,0,18000
fiat,Doblo,1.8,2006,147000,0,27500
kia,Carnival,3.8,2009,76000,0,25000
chevrolet,Zafira,2.0,2007,130000,0,22000
dodge,Journey,3.6,2014,112000,0,71000
renault,Scenic,1.6,2008,144000,0,19000
chevrolet,Zafira,2.0,2004,203000,0,21000
nissan,Livina,1.6,2010,114000,0,20000
chevrolet,Zafira,2.0,2011,130000,0,31000
kia,Carens,2.0,2009,140000,0,28000
nissan,Livina,1.8,2014,50000,0,36000
citroen,Xsara,2.0,2004,195,0,12500
citroen,Grand,2.0,2012,132000,0,43000
fiat,Freemont,2.4,2012,110890,0,44500
chevrolet,Zafira,2.0,2008,135000,0,22900
chevrolet,Zafira,2.0,2006,156000,0,20000
kia,Carens,2.0,2011,119000,0,27000
renault,Scenic,1.6,2001,160250,0,9900
chevrolet,Zafira,2.0,2012,113700,0,32000
renault,Scenic,2.0,1999,115000,0,8000
renault,Scenic,2.0,2001,133900,0,12000
nissan,Grand,1.8,2012,89415,0,29900
renault,Scenic,1.6,2002,190,0,10105
hyundai,Hb20,1.0,2021,0,1,76990
hyundai,Hb20,1.0,2021,0,1,59290
hyundai,Hb20,1.0,2021,0,1,56290
hyundai,Hb20,1.0,2021,0,1,54990
hyundai,Hb20,1.0,2021,0,1,54990
hyundai,Hb20,1.0,2021,0,1,56290
hyundai,Hb20,1.0,2021,0,1,59290
hyundai,Hb20,1.0,2021,0,1,52290
hyundai,Hb20,1.0,2021,0,1,56290
hyundai,Hb20,1.0,2021,0,1,56290
hyundai,Hb20,1.0,2020,0,1,79290
hyundai,Hb20,1.0,2021,0,1,59290
hyundai,Hb20,1.0,2021,0,1,61290
hyundai,Hb20,1.0,2021,0,1,58290
hyundai,Hb20,1.0,2020,0,1,82290
hyundai,Hb20,1.0,2021,0,1,54690
hyundai,Hb20,1.0,2021,0,1,58690
hyundai,Hb20,1.0,2021,0,1,59390
hyundai,Hb20,1.0,2021,0,1,56290
hyundai,Hb20,1.0,2021,0,1,52290
hyundai,Hb20,1.0,2021,0,1,59290
hyundai,Hb20,1.6,2021,0,1,69290
hyundai,Hb20,1.6,2021,0,1,67990
hyundai,Hb20,1.0,2021,0,1,52290
hyundai,Hb20,1.0,2021,0,1,47850
hyundai,Hb20,1.0,2021,0,1,51990
hyundai,Hb20,1.6,2021,0,1,67690
hyundai,Hb20,1.0,2021,0,1,61690
hyundai,Hb20,1.0,2021,0,1,55390
hyundai,Hb20,1.0,2021,0,1,60790
hyundai,Hb20,1.0,2021,0,1,53690
hyundai,Hb20,1.0,2021,0,1,56105
hyundai,Hb20,1.0,2021,0,1,48190
hyundai,Hb20x,1.6,2021,0,1,80090
hyundai,Hb20,1.6,2021,0,1,72690
hyundai,Hb20,1.0,2021,0,1,53590
hyundai,Hb20,1.0,2021,0,1,52390
hyundai,Hb20,1.0,2021,0,1,50990
hyundai,Hb20,1.0,2021,0,1,60390
hyundai,Hb20,1.0,2021,0,1,56900
chevrolet,Onix,1.0,2019,42403,0,46990
hyundai,Hb20,1.0,2017,58070,0,41990
ford,Ka,1.0,2019,30000,0,44870
volkswagem,Fox,1.6,2013,109777,0,30899
volkswagem,Polo,1.0,2020,10000,0,84900
hyundai,Hb20,1.0,2021,0,1,50990
hyundai,Hb20,1.0,2021,0,1,52290
ford,Ka,1.0,2011,90145,0,15499
bmw,Serie,2.0,2017,9000,0,190000
ford,Fiesta,1.6,2011,121000,0,32899
mercedes,Classe,1.6,2016,57000,0,134900
audi,A4,2.0,2018,29879,0,139890
volkswagem,Jetta,1.4,2020,7,0,133890
fiat,Cronos,1.8,2020,10574,0,74890
ford,Fusion,2.0,2017,16800,0,98900
mercedes,Classe,2.0,2020,9645,0,359900
nissan,Sentra,2.0,2014,104000,0,45999
mercedes,Classe,3.5,2009,77000,0,94900
hyundai,Hb20s,1.0,2021,0,1,75990
hyundai,Hb20s,1.0,2021,0,1,64090
hyundai,Hb20s,1.0,2021,0,1,78090
hyundai,Hb20s,1.0,2021,0,1,77090
hyundai,Hb20s,1.0,2021,0,1,63619
hyundai,Hb20s,1.0,2021,0,1,61090
hyundai,Hb20s,1.0,2021,0,1,61090
hyundai,Hb20s,1.0,2021,0,1,61090
hyundai,Hb20s,1.0,2021,0,1,61090
hyundai,Hb20s,1.0,2021,0,1,73240
hyundai,Hb20s,1.0,2021,0,1,71990
hyundai,Hb20s,1.0,2021,0,1,76490
hyundai,Hb20s,1.0,2021,0,1,74990
hyundai,Hb20s,1.0,2021,0,1,77390
hyundai,Hb20s,1.0,2021,0,1,75990
hyundai,Hb20s,1.0,2021,0,1,77390
hyundai,Hb20s,1.0,2021,0,1,61090
hyundai,Hb20s,1.0,2021,0,1,64090
hyundai,Hb20s,1.0,2021,0,1,63990
hyundai,Hb20s,1.0,2021,0,1,66890
hyundai,Hb20s,1.0,2021,0,1,63890
hyundai,Hb20s,1.0,2021,0,1,59990
hyundai,Hb20s,1.0,2021,0,1,65390
hyundai,Hb20s,1.0,2021,0,1,61390
hyundai,Hb20s,1.0,2021,0,1,65990
hyundai,Hb20s,1.0,2021,0,1,62640
hyundai,Hb20s,1.0,2021,0,1,65290
hyundai,Hb20s,1.0,2021,0,1,61390
volkswagem,Virtus,1.0,2020,11000,0,88900
honda,City,1.5,2015,125000,0,55890
fiat,Grand,1.6,2013,73889,0,32980
nissan,Versa,1.6,2014,90000,0,40900
fiat,Siena,1.4,2016,68000,0,36900
audi,A4,2.0,2018,71000,0,115900
chevrolet,Prisma,1.4,2014,114400,0,35998
chevrolet,Prisma,1.4,2014,114500,0,35999
chevrolet,Prisma,1.4,2014,114000,0,35900
volkswagem,Virtus,1.6,2019,29890,0,62990
hyundai,Creta,1.6,2021,0,1,84990
hyundai,Creta,1.6,2021,0,1,80490
hyundai,Creta,2.0,2021,0,1,79990
hyundai,Creta,2.0,2021,0,1,113490
hyundai,Creta,1.6,2020,0,1,116590
hyundai,Creta,1.6,2021,0,1,84990
hyundai,Creta,1.6,2020,0,1,85490
hyundai,Creta,1.6,2021,0,1,83390
hyundai,Creta,1.6,2021,0,1,104990
hyundai,Creta,2.0,2021,0,1,84990
hyundai,Creta,1.6,2021,0,1,112990
hyundai,Creta,2.0,2021,0,1,84990
hyundai,Creta,1.6,2021,0,1,112990
hyundai,Creta,1.6,2021,0,1,84990
hyundai,Creta,2.0,2021,1,0,84990
hyundai,Creta,1.6,2021,0,1,114490
hyundai,Creta,1.6,2021,0,1,86490
hyundai,Creta,1.6,2021,0,1,87490
hyundai,Creta,1.6,2021,0,1,97490
hyundai,Creta,1.6,2021,0,1,104990
hyundai,Creta,2.0,2021,0,1,106490
hyundai,Creta,,2021,0,1,111990
hyundai,20/21,1.6,2020,0,1,84990
hyundai,Creta,1.6,2021,0,1,104990
hyundai,Creta,1.6,2021,0,1,80490
hyundai,Creta,1.6,2021,0,1,80490
hyundai,Creta,1.6,2021,0,1,86900
hyundai,Creta,1.6,2021,0,1,86490
hyundai,Creta,1.6,2021,0,1,84990
hyundai,Creta,2.0,2021,0,1,86490
hyundai,Creta,1.6,2021,0,1,112990
hyundai,Creta,2.0,2021,0,1,86490
hyundai,Creta,1.6,2021,0,1,115490
hyundai,Creta,1.6,2021,0,1,102390
hyundai,Creta,1.6,2021,0,1,102390
hyundai,Creta,1.6,2021,0,1,102390
hyundai,Creta,1.6,2021,0,1,84990
hyundai,Creta,2.0,2021,0,1,84990
nissan,Kicks,1.6,2018,72000,0,116990
volkswagem,Tiguan,2.0,2019,38000,0,73900
land rover,Rover,2.0,2015,58000,0,189800
hyundai,Tucson,2.0,2015,80000,0,159800
hyundai,Ix35,2.0,2018,20000,0,55900
nissan,Kicks,1.6,2019,58000,0,99990
hyundai,Santa,2.7,2009,168640,0,82900
land rover,Rover,3.0,2013,126580,0,39800
volkswagem,Nivus,1.0,2021,0,1,149999
ford,Ecosport,2.0,2011,68500,0,116800
toyota,Hilux,,2021,0,1,159900
ford,Ranger,2.5,2015,112000,0,260990
fiat,Toro,2.0,2021,0,1,63000
renault,Duster,2.0,2020,42550,0,137870
volkswagem,Amarok,2.0,2013,132000,0,78990
Mitsubishi,L200,2.4,2021,0,1,90000
fiat,Toro,1.8,2018,1,0,176500
chevrolet,S10,2.8,2021,2000,0,81990
fiat,Strada,1.8,2016,110000,0,204900
volkswagem,Saveiro,1.6,2019,41000,0,50899
volkswagem,Saveiro,1.6,2015,81500,0,58990
fiat,Strada,1.4,2013,130000,0,41990
chevrolet,S10,2.8,2001,11111,0,29990
ford,Ranger,3.0,2010,1,0,43000
renault,Master,2.5,2011,350000,0,50000
ford,Ranger,2.3,2009,168000,0,69900
chevrolet,S10,2.8,2020,0,1,47900
nissan,Frontier,2.8,2005,40000,0,163990
fiat,Toro,2.0,2021,12217,0,40000
fiat,Strada,,2021,0,1,139900
volkswagem,Saveiro,1.6,2015,999,0,82990
chevrolet,S10,2.4,2013,0,1,57990
Mitsubishi,L200,2.4,2014,0,1,75000
peugeot,Partner,1.6,2012,215000,0,185000
renault,Master,2.3,2021,0,1,28900
renault,Master,2.3,2021,0,1,139900
renault,Master,2.3,2021,0,1,149900
renault,Master,2.3,2021,0,1,160000
renault,Master,2.3,2021,0,1,160000
renault,Master,2.3,2021,0,1,145900
renault,Master,2.3,2021,0,1,143900
renault,Master,2.3,2021,0,1,143900
renault,Master,2.3,2021,0,1,143900
renault,Master,2.3,2021,0,1,143900
renault,Master,2.3,2021,0,1,143900
mercedes,Sprinter,2.2,2021,0,1,143900
fiat,Strada,1.3,2021,0,1,179900
volkswagem,Saveiro,1.6,2018,180000,0,79300
fiat,Toro,2.0,2020,0,1,43900
fiat,Toro,1.8,2018,20000,0,136870
chevrolet,Silverado,4.2,2001,200000,0,79900
volkswagem,Amarok,2.0,2013,155000,0,60000
volkswagem,Saveiro,1.6,2018,76631,0,89900
fiat,Strada,1.4,2021,0,1,52790
fiat,Strada,1.4,2020,26000,0,79900
volkswagem,Saveiro,1.6,2020,72000,0,54900
chevrolet,Trailblazer,2.8,2013,0,1,46900
ford,Ranger,2.2,2019,0,1,100000
peugeot,Expert,,2020,0,1,139900
peugeot,Expert,,2020,0,1,139900
renault,Master,2.3,2021,0,1,151900
renault,Master,2.3,2021,0,1,151900
renault,Master,2.3,2021,0,1,151900
renault,Master,2.3,2021,0,1,159900
renault,Master,2.3,2021,0,1,151900
renault,Master,2.3,2021,0,1,151900
renault,Master,2.3,2021,0,1,151900
renault,Master,2.3,2021,0,1,159900
renault,Master,2.3,2021,0,1,151900
renault,Master,2.3,2021,0,1,151900
renault,Master,2.3,2021,0,1,151900
renault,Master,2.3,2021,0,1,159900
renault,Master,2.3,2021,0,1,159900
renault,Master,2.3,2021,0,1,151900
renault,Master,2.3,2021,0,1,151900
renault,Master,2.3,2021,0,1,159900
fiat,Ducato,2.3,2020,0,1,159900
fiat,Ducato,,2019,0,1,159900
renault,Master,2.3,2021,0,1,151900
renault,Master,2.3,2021,0,1,151900
fiat,Ducato,,2019,0,1,159900
fiat,Ducato,,2019,0,1,159900
fiat,Ducato,,2019,0,1,159900
fiat,Ducato,,2019,0,1,159900
renault,Master,2.3,2021,0,1,151900
renault,Master,2.3,2021,0,1,151900
renault,Master,2.3,2021,0,1,151900
renault,Master,2.3,2021,0,1,151900
renault,Master,2.3,2021,0,1,151900
fiat,Ducato,2.3,2019,0,1,161900
fiat,Ducato,2.3,2019,0,1,161900
renault,Master,2.3,2021,0,1,159900
renault,Master,2.3,2021,0,1,159900
fiat,Ducato,2.3,2019,0,1,161900
renault,Master,2.3,2021,0,1,184900
renault,Master,2.3,2021,0,1,151900
renault,Master,2.3,2021,0,1,189900
fiat,Fiorino,1.4,2021,0,1,60900
fiat,Fiorino,1.3,2011,246000,0,27990
ford,Transit,2.4,2010,356000,0,49000
renault,Master,2.3,2017,97000,0,114990
renault,Master,2.3,2018,178000,0,135000
ford,Transit,2.4,2011,120000,0,64900
fiat,Ducato,2.8,2009,250000,0,45000
renault,Master,2.3,2014,207846,0,118000
renault,Master,,2013,634000,0,75000
fiat,Ducato,2.3,2014,217000,0,136990
citroen,Jumper,2.3,2014,1,0,94900
citroen,Jumper,2.3,2014,1,0,89970
citroen,Jumper,2.3,2014,1,0,89960
citroen,Jumper,2.3,2014,1,0,89950
citroen,Jumper,2.3,2014,1,0,89940
citroen,Jumper,2.3,2014,1,0,89930
citroen,Jumper,2.3,2014,1,0,89920
citroen,Jumper,2.3,2014,1,0,89910
renault,Master,2.3,2020,0,1,89900
renault,Master,2.3,2020,0,1,164900
renault,Master,2.3,2020,0,1,164910
renault,Master,2.3,2020,0,1,164990
renault,Master,2.3,2020,0,1,164980
renault,Master,2.3,2020,0,1,164970
renault,Master,2.3,2020,0,1,164960
renault,Master,2.3,2020,0,1,164910
renault,Master,2.3,2020,0,1,164920
renault,Master,2.3,2020,0,1,164930
renault,Master,2.3,2020,0,1,164940
renault,Master,2.3,2020,0,1,164950
citroen,Jumper,2.8,2008,257000,0,159910
mercedes,Sprinter,,2019,11000,0,52980
mercedes,Sprinter,,2019,11000,0,154970
renault,Master,2.3,2020,0,1,154950
renault,Master,2.3,2020,0,1,178900
peugeot,Boxer,2.8,2009,300000,0,178900
peugeot,Boxer,2.8,2009,300000,0,58910
mercedes,Sprinter,2.2,2021,0,1,58900
volkswagem,Kombi,1.4,2012,145000,0,172900
renault,Master,2.3,2018,60000,0,33900
mercedes,Sprinter,2.2,2018,69000,0,134900
renault,Master,2.3,2015,85000,0,180000
fiat,Ducato,2.3,2015,107000,0,118000
mercedes,Sprinter,2.2,2021,0,1,115000
fiat,Ducato,2.3,2015,87000,0,189900
mercedes,Sprinter,2.2,2019,72000,0,98000
mercedes,Sprinter,2.2,2019,72000,0,156910
mercedes,Sprinter,2.2,2019,72000,0,156909
mercedes,Sprinter,2.2,2019,72000,0,156902
renault,Master,2.3,2015,193105,0,156901
renault,Master,2.3,2016,120000,0,126990
mercedes,Sprinter,2.2,2019,0,1,112000
mercedes,Sprinter,2.2,2019,0,1,179920
mercedes,Sprinter,2.2,2015,345000,0,179910
renault,Master,2.3,2018,20033,0,121900
citroen,Jumper,,2011,1,0,124999
kia,Besta,3.0,2001,150000,0,61999
chevrolet,Meriva,1.8,2008,92000,0,199000
peugeot,2008,1.6,2017,19000,0,20990
chevrolet,Meriva,1.8,2010,100,0,67900
fiat,Idea,1.8,2010,159600,0,21990
chevrolet,Spin,1.8,2015,58,0,26900
honda,Fit,1.4,2014,57805,0,43900
honda,Fit,1.4,2009,138308,0,40900
citroen,C3,1.6,2012,100,0,31900
honda,Fit,1.5,2021,0,1,27990
peugeot,2008,1.6,2021,0,1,86850
citroen,C3,1.6,2012,1,0,70600
chevrolet,Spin,1.8,2013,109750,0,28800
honda,Fit,1.5,2018,42000,0,34900
