marca,modelo,motor,ano,quilometragem,novo,preco
renault,Master,2.3,2021,0,1,173900
renault,Master,2.3,2021,0,1,145900
renault,Master,2.3,2021,0,1,183900
renault,Master,2.3,2021,0,1,151900
renault,Master,2.3,2021,0,1,159900
renault,Master,2.3,2021,0,1,134900
fiat,Ducato,2.3,2019,0,1,179900
fiat,Ducato,2.3,2021,0,1,159900
fiat,Ducato,2.3,2021,0,1,166900
fiat,Ducato,2.3,2021,0,1,153900
fiat,Ducato,2.3,2021,0,1,153900
renault,Master,2.3,2021,0,1,154900
fiat,Ducato,2.3,2021,0,1,183900
renault,Master,2.3,2021,0,1,139900
fiat,Ducato,2.3,2021,0,1,183900
renault,Master,2.3,2021,100,0,159900
mercedes,Sprinter,2.2,2021,0,1,166900
mercedes,Sprinter,,2020,0,1,185900
renault,Master,,2017,199000,0,188900
fiat,Ducato,2.3,2021,0,1,129900
fiat,Ducato,2.3,2021,0,1,147900
renault,Master,2.3,2021,0,1,159900
fiat,Ducato,2.3,2021,0,1,159900
renault,Master,2.3,2021,0,1,139900
fiat,Ducato,,2021,0,1,134900
mercedes,Sprinter,2.2,2021,0,1,139900
mercedes,Sprinter,2.2,2021,0,1,173900
mercedes,Sprinter,2.2,2021,0,1,173900
fiat,Ducato,2.3,2011,175000,0,84990
volkswagem,Kombi,1.4,2013,53250,0,69900
renault,Master,2.3,2021,0,1,53250
mercedes,Sprinter,,2019,0,1,195900
fiat,Ducato,2.3,2014,1,0,173900
fiat,Ducato,2.3,2015,1,0,89900
mercedes,Sprinter,2.2,2021,0,1,113900
mercedes,Sprinter,2.2,2019,0,1,193900
fiat,Ducato,2.3,2019,0,1,193900
mercedes,Sprinter,2.2,2009,507758,0,194900
renault,Master,2.3,2015,279949,0,82000
mercedes,Sprinter,2.2,2007,1,0,120000
mercedes,Sprinter,2.2,2017,68400,0,51900
volkswagem,Kombi,1.4,2012,101000,0,164000
fiat,Ducato,2.3,2012,345924,0,44900
volkswagem,Kombi,1.4,2014,132000,0,79000
fiat,Ducato,2.3,2014,52000,0,36500
volkswagem,Kombi,1.4,2013,63000,0,115000
renault,Master,2.5,2009,324785,0,42900
renault,Master,2.3,2021,0,1,48900
mercedes,Sprinter,2.2,2014,555517,0,145990
fiat,Ducato,2.3,2013,348027,0,99000
renault,Master,2.3,2014,270295,0,89000
renault,Kangoo,1.6,2018,68326,0,130000
fiat,Ducato,2.3,2015,189000,0,49900
mercedes,Sprinter,2.2,2008,466000,0,75900
mercedes,Sprinter,2.2,2016,381987,0,44900
mercedes,Sprinter,2.2,2020,0,1,149000
volkswagem,Kombi,1.4,2013,61000,0,232000
citroen,Jumper,2.8,2007,500000,0,45900
citroen,Jumper,2.3,2012,230352,0,55000
renault,Master,2.3,2016,288465,0,70000
volkswagem,Kombi,1.4,2011,198701,0,130000
mercedes,Sprinter,2.2,2019,18000,0,29990
mercedes,Sprinter,2.2,2008,503000,0,205000
fiat,Ducato,2.3,2011,289000,0,57999
peugeot,Boxer,2.3,2014,100000,0,75000
kia,Besta,3.0,2005,427216,0,89900
fiat,Ducato,2.3,2016,310000,0,36990
mercedes,Sprinter,2.2,2018,278254,0,79999
renault,Master,2.5,2009,290000,0,182000
renault,Master,2.3,2014,316404,0,43900
mercedes,Sprinter,2.2,2021,0,1,125000
citroen,Jumper,2.8,2008,282800,0,188990
mercedes,Sprinter,2.2,2015,150000,0,40000
mercedes,Sprinter,2.2,2020,0,1,105000
mercedes,Sprinter,2.2,2020,0,1,190000
renault,Master,2.5,2010,280000,0,190000
fiat,Idea,1.4,2011,95623,0,43870
citroen,Aircross,1.6,2012,73021,0,25790
citroen,Aircross,1.6,2011,86000,0,28990
honda,Fit,1.5,2015,98000,0,30990
honda,Fit,1.4,2009,152000,0,50500
honda,Fit,1.4,2008,158000,0,21999
mercedes,Classe,1.6,2013,77000,0,24500
peugeot,2008,1.6,2020,12000,0,67900
fiat,Idea,1.6,2016,46920,0,83990
honda,Fit,1.4,2007,1000,0,37990
chrysler,Pt,2.4,2007,114000,0,21900
mercedes,Classe,1.6,2015,80000,0,23890
honda,Fit,1.4,2008,226000,0,77990
citroen,C3,1.6,2012,72200,0,25999
fiat,Idea,1.8,2011,89000,0,30870
chevrolet,Spin,1.8,2017,41700,0,31900
citroen,C3,1.6,2014,75668,0,55900
ford,Versailles,2.0,1996,81000,0,34900
honda,Fit,1.5,2008,195000,0,18500
chevrolet,Spin,1.8,2017,79000,0,26900
chevrolet,Spin,1.8,2018,21319,0,58870
peugeot,2008,1.6,2016,145000,0,56790
honda,Fit,1.4,2010,130000,0,43990
honda,Fit,1.5,2017,51000,0,33800
honda,Fit,1.5,2015,106000,0,54900
citroen,Aircross,1.6,2016,58000,0,57900
chevrolet,Spin,1.8,2016,89000,0,49900
honda,Fit,1.5,2020,1300,0,53900
chevrolet,Meriva,1.8,2005,115000,0,90990
honda,Fit,1.5,2017,52573,0,21990
mercedes,Vito,2.0,2016,148644,0,65900
fiat,Idea,1.8,2007,135000,0,88000
honda,Fit,1.5,2012,121000,0,27900
honda,Fit,1.4,2009,138000,0,37999
citroen,Aircross,1.6,2013,116,0,29900
honda,Fit,1.4,2010,207952,0,31900
citroen,Aircross,1.6,2014,72000,0,36900
fiat,Idea,1.8,2011,123000,0,35900
fiat,Idea,1.6,2011,155000,0,27900
chevrolet,Spin,1.8,2014,97000,0,28888
fiat,Idea,1.8,2010,120000,0,39900
honda,Fit,1.5,2019,84000,0,23990
fiat,Idea,1.4,2007,119000,0,62900
fiat,Idea,1.8,2013,92800,0,18990
chevrolet,Spin,1.8,2018,43800,0,34900
chevrolet,Meriva,1.8,2007,164000,0,63700
mercedes,Classe,1.6,2013,109000,0,19900
fiat,Idea,1.4,2014,84600,0,58899
fiat,Doblo,1.8,2018,143000,0,183900
jac,J6,2.0,2014,59000,0,53990
honda,Fit,1.5,2008,163600,0,30890
citroen,Xsara,1.6,2011,85000,0,25900
nissan,Livina,1.8,2010,100000,0,21900
fiat,Doblo,1.8,2016,80000,0,26990
kia,Soul,1.6,2011,97770,0,70000
chevrolet,Zafira,2.0,2010,111111,0,31800
fiat,Idea,1.6,2011,100000,0,24350
chevrolet,Zafira,2.0,2006,123000,0,25900
fiat,Doblo,1.8,2018,55101,0,25900
chevrolet,Zafira,2.0,2012,161100,0,63900
nissan,Livina,1.6,2011,128600,0,31900
chevrolet,Zafira,2.0,2003,170000,0,26990
nissan,Livina,1.8,2012,130000,0,18990
chevrolet,Zafira,2.0,2009,145000,0,27999
nissan,Grand,1.8,2013,65611,0,29900
fiat,Freemont,2.4,2012,113000,0,35890
fiat,Doblo,1.8,2013,140000,0,49899
fiat,Doblo,1.8,2008,120000,0,38499
fiat,Freemont,2.4,2012,132000,0,27500
chevrolet,Zafira,2.0,2010,80000,0,44890
chrysler,Town,3.6,2012,101000,0,33900
nissan,Livina,1.8,2013,108000,0,69990
jinbei,Gran,2.0,2014,95000,0,33870
fiat,Doblo,1.8,2008,120000,0,44999
nissan,Livina,1.6,2013,82500,0,27500
fiat,Doblo,1.8,2014,67000,0,28890
nissan,Livina,1.8,2013,167503,0,53900
chevrolet,Zafira,2.0,2005,123000,0,30900
nissan,Livina,1.8,2012,160000,0,22900
renault,Megane,1.6,2010,156662,0,24000
nissan,Grand,1.8,2014,1,0,26900
nissan,Livina,1.8,2013,73000,0,39900
chevrolet,Zafira,2.0,2012,225000,0,32900
fiat,Freemont,2.4,2015,103000,0,27999
fiat,Freemont,2.4,2014,77000,0,68800
citroen,Xsara,1.6,2006,97000,0,57890
fiat,Doblo,1.8,2013,137000,0,16890
kia,Soul,1.6,2016,17000,0,42890
renault,Kangoo,1.6,2009,130000,0,61999
chevrolet,Zafira,2.0,2010,200000,0,22000
dodge,Journey,3.6,2013,98000,0,29900
dodge,Journey,3.6,2014,132000,0,58900
chevrolet,Spin,1.8,2021,0,1,55890
fiat,Doblo,1.8,2012,173000,0,82990
kia,Soul,1.6,2010,0,1,38300
dodge,Journey,3.6,2013,144200,0,30000
chevrolet,Sonic,1.6,2012,89000,0,115490
peugeot,307,2.0,2010,144000,0,29990
nissan,Tiida,1.8,2008,140000,0,22500
volkswagem,Gol,1.0,2016,95000,0,18990
volkswagem,Fox,1.0,2013,53000,0,32900
hyundai,Hb20,,2021,0,1,30900
hyundai,Hb20,1.0,2019,21000,0,51980
chevrolet,Onix,1.0,2019,58360,0,46850
fiat,Argo,1.0,2019,35000,0,39900
hyundai,I30,2.0,2011,79200,0,45870
volkswagem,Fox,1.6,2013,100,0,41900
peugeot,307,1.6,2010,110540,0,29900
peugeot,207,1.4,2009,100000,0,21400
ford,Ka,1.0,2011,147111,0,18870
fiat,Palio,1.4,2013,90000,0,14950
chevrolet,Corsa,1.4,2008,97200,0,25100
toyota,Etios,1.5,2013,95000,0,18872
renault,Sandero,1.0,2009,198000,0,30900
fiat,Uno,1.4,2011,83000,0,12300
peugeot,307,2.0,2011,119000,0,25800
chevrolet,Onix,1.4,2017,32903,0,23990
fiat,Palio,1.0,2010,115000,0,51890
fiat,Uno,1.0,2011,130000,0,17999
volkswagem,Fox,1.6,2014,110000,0,24900
volkswagem,Fusca,2.0,2013,80000,0,34700
chevrolet,Corsa,1.4,2012,1,0,78990
fiat,Brava,1.6,2003,129000,0,24980
volkswagem,New,2.0,2010,101000,0,11900
chevrolet,Onix,1.0,2020,0,1,35990
volkswagem,Fox,1.0,2010,99000,0,45990
fiat,Palio,1.0,2016,74000,0,23890
ford,Fiesta,1.6,2014,197096,0,23890
volkswagem,Up!,1.0,2018,60000,0,32000
chevrolet,Onix,1.0,2020,0,1,46990
chevrolet,Celta,1.4,2005,148000,0,40490
fiat,Argo,1.3,2018,35873,0,15500
ford,Ka,1.0,2018,36000,0,49900
volkswagem,Fox,1.6,2017,50000,0,42990
ford,Fiesta,1.5,2014,125800,0,39990
peugeot,207,1.6,2012,125000,0,30900
citroen,C3,1.4,2011,96000,0,20990
chevrolet,Corsa,1.0,1998,230000,0,16990
citroen,Xsara,1.8,1999,85650,0,8900
fiat,Uno,1.4,2013,79000,0,9999
toyota,Etios,1.3,2019,16000,0,28990
peugeot,206,1.6,2008,148000,0,42900
fiat,Punto,1.4,2011,108421,0,18899
chevrolet,Cruze,1.8,2015,50000,0,26990
mercedes,Classe,3.5,2010,87000,0,194900
mercedes,Classe,1.6,2016,36400,0,65800
renault,Logan,1.0,2012,177000,0,113990
chevrolet,Cobalt,1.4,2019,68000,0,18900
honda,Civic,1.8,2009,130000,0,52990
volkswagem,Polo,1.6,2010,125364,0,36900
ford,Fiesta,1.6,2011,112000,0,23990
hyundai,Hb20s,1.0,2021,0,1,29890
toyota,Corolla,2.0,2014,78000,0,61090
ford,Focus,2.0,2003,158000,0,58990
honda,City,1.5,2013,129000,0,13800
renault,Logan,1.0,2011,98000,0,42990
chevrolet,Corsa,1.4,2008,96633,0,15300
jac,J3,1.4,2012,125303,0,18870
hyundai,Azera,3.0,2013,116000,0,18900
honda,Civic,1.8,2011,101000,0,58990
fiat,Siena,1.0,2007,167000,0,40900
toyota,Corolla,1.8,2010,134000,0,18870
ford,Fiesta,1.6,2007,190000,0,44000
toyota,Etios,1.5,2013,130000,0,15890
renault,Logan,1.0,2013,68000,0,29899
mercedes,Classe,1.8,2008,74000,0,27000
fiat,Grand,1.6,2013,77000,0,54990
chevrolet,Classic,1.0,2012,87643,0,32990
volkswagem,Voyage,1.0,2009,183978,0,21990
mercedes,Classe,1.6,2017,39000,0,22500
toyota,Corolla,2.0,2020,13000,0,117900
audi,A3,1.8,2015,87000,0,113900
mercedes,Classe,2.0,2015,51400,0,77990
hyundai,Hb20s,,2020,0,1,138900
volkswagem,Jetta,2.0,2015,89000,0,66890
ford,Fusion,2.5,2016,82000,0,74870
volkswagem,Virtus,1.6,2020,34212,0,62990
renault,Clio,1.0,2008,127000,0,64900
chevrolet,Cruze,1.8,2013,103155,0,13990
nissan,Versa,1.6,2013,99887,0,47900
volkswagem,Virtus,1.0,2018,57700,0,31900
ford,Fusion,2.0,2018,52000,0,75990
citroen,C5,2.0,2011,143686,0,108900
bmw,320i,,2008,117542,0,41900
mercedes,Classe,3.5,2011,85200,0,47900
chevrolet,Cruze,1.8,2014,94000,0,99900
nissan,Versa,1.6,2014,104000,0,43900
chevrolet,Cruze,1.4,2018,35000,0,33900
honda,Civic,2.0,2020,5000,0,78990
volkswagem,Polo,1.6,2014,87000,0,117000
fiat,Grand,1.4,2013,102660,0,36490
volkswagem,Jetta,2.0,2017,43000,0,29999
ford,Ecosport,1.6,2007,107000,0,147900
volkswagem,Tiguan,2.0,2013,74000,0,22800
chevrolet,Captiva,3.6,2009,130000,0,65900
jeep,Compass,2.0,2018,30000,0,32000
chevrolet,Tracker,1.4,2018,0,1,134500
chevrolet,Blazer,2.4,2006,134800,0,85900
hyundai,Tucson,2.0,2014,92465,0,31890
hyundai,Tucson,2.0,2015,95000,0,41900
jeep,Renegade,1.8,2016,54000,0,49990
mercedes,Classe,3.0,2009,120000,0,61500
hyundai,Creta,,2021,0,1,75800
toyota,Sw4,2.8,2019,10008,0,84990
renault,Captur,1.6,2018,26000,0,267900
volkswagem,Nivus,1.0,2021,0,1,56900
audi,Q3,1.4,2017,49000,0,82977
hyundai,Tucson,2.0,2012,85000,0,98800
citroen,Aircross,1.6,2013,58000,0,37900
bmw,X1,2.0,2011,108000,0,33900
volkswagem,T-cross,1.0,2021,0,1,48500
hyundai,Ix35,2.0,2014,103000,0,107990
volvo,Xc60,3.0,2013,67671,0,185000
ford,Ecosport,2.0,2010,99000,0,79900
jeep,Compass,,2020,0,1,31990
suzuki,Jimny,1.3,2016,111,0,173500
kia,Sorento,3.3,2016,85000,0,40000
citroen,C4,1.6,2020,14900,0,122990
toyota,Sw4,2.8,2020,18000,0,70000
Mitsubishi,Asx,2.0,2014,48520,0,318000
kia,Sportage,2.0,2016,59000,0,56990
jeep,Renegade,2.0,2016,68000,0,94900
kia,Sportage,2.0,2012,109000,0,94900
audi,Q5,2.0,2018,88391,0,54800
Mitsubishi,Outlander,2.0,2015,98000,0,215000
volkswagem,T-cross,1.0,2020,12023,0,68990
suzuki,Grand,2.0,2012,58000,0,97790
bmw,X3,3.0,2013,87035,0,99999
hyundai,Creta,1.6,2017,51000,0,109900
toyota,Rav4,2.0,2015,65000,0,77000
honda,Cr-v,2.0,2011,91000,0,82900
hyundai,Santa,3.5,2012,140304,0,54900
jeep,Renegade,1.8,2019,19000,0,47900
mercedes,Classe,1.6,2015,40000,0,79870
hyundai,Ix35,2.0,2017,38975,0,97990
nissan,Kicks,1.6,2018,42000,0,85999
hyundai,Santa,3.3,2015,59900,0,81890
nissan,Kicks,1.6,2020,1900,0,90900
hyundai,Tucson,1.6,2018,29000,0,85000
volkswagem,Amarok,3.0,2020,30000,0,82977
Mitsubishi,L200,2.5,2008,127000,0,217900
ford,Ranger,2.5,2015,1,0,55000
Mitsubishi,L200,2.5,2008,200000,0,82900
toyota,Hilux,2.7,2015,182000,0,39900
ford,F-1000,,1997,219200,0,82900
mercedes,Sprinter,2.2,2021,0,1,76900
fiat,Strada,1.4,2019,32400,0,146900
ford,Ranger,3.2,2020,19800,0,43990
volkswagem,Amarok,2.0,2014,200000,0,185000
toyota,Hilux,2.5,2009,302000,0,64500
fiat,Toro,2.0,2021,0,1,60000
Mitsubishi,L200,2.5,2005,1,0,154900
volkswagem,Saveiro,1.6,2002,199000,0,45900
fiat,Toro,2.0,2020,12000,0,19900
volkswagem,Saveiro,1.6,2020,31976,0,138900
ford,Ranger,3.2,2014,160000,0,85900
volkswagem,Saveiro,1.6,2018,74800,0,98000
volkswagem,Saveiro,1.6,2020,19000,0,48900
volkswagem,Saveiro,1.6,2021,0,1,82990
fiat,Strada,1.4,2018,49523,0,65990
fiat,Toro,2.0,2020,18000,0,44990
fiat,Toro,2.0,2019,22000,0,137870
fiat,Strada,1.4,2018,73000,0,119900
toyota,Hilux,3.0,2015,114900,0,44500
Mitsubishi,L200,2.5,2012,165,0,149800
fiat,Strada,1.4,2019,47000,0,78000
chevrolet,S10,2.2,2000,198000,0,63890
volkswagem,Amarok,2.0,2013,58000,0,34990
volkswagem,Saveiro,1.6,2019,29000,0,83900
fiat,Toro,1.8,2017,70000,0,47980
Mitsubishi,L200,2.4,2017,75000,0,75900
toyota,Hilux,3.0,2013,82000,0,74250
fiat,Strada,1.4,2018,43000,0,128000
fiat,Toro,2.0,2020,0,1,39900
renault,Master,2.3,2020,125519,0,138999
ford,Ranger,3.0,2007,250000,0,175000
fiat,Strada,1.4,2019,38336,0,31000
toyota,Hilux,2.8,2020,0,1,50900
ford,Ranger,3.2,2020,9000,0,240000
chevrolet,S10,2.8,2020,61331,0,189900
chevrolet,Montana,1.4,2021,0,1,125900
volkswagem,Saveiro,1.6,2020,50000,0,64990
fiat,Toro,2.0,2018,50000,0,55990
fiat,Toro,2.0,2021,0,1,109999
fiat,Strada,1.8,2018,68000,0,140999
volkswagem,Amarok,3.0,2018,99000,0,59900
volkswagem,Amarok,2.0,2017,117400,0,185000
volkswagem,Kombi,1.4,2014,95000,0,138870
renault,Master,2.3,2014,166605,0,36000
renault,Master,2.3,2016,143645,0,85900
peugeot,Expert,1.6,2019,63000,0,112000
renault,Master,2.3,2021,0,1,98900
fiat,Ducato,,2021,0,1,145900
renault,Master,2.3,2021,0,1,154900
fiat,Ducato,2.3,2021,0,1,151900
renault,Master,2.3,2021,0,1,159900
fiat,Ducato,,2020,0,1,159900
peugeot,Expert,,2021,0,1,134900
fiat,Ducato,,2020,0,1,136900
mercedes,Sprinter,2.2,2021,0,1,145900
fiat,Ducato,2.3,2021,0,1,173900
renault,Master,2.3,2021,0,1,153900
mercedes,Sprinter,2.2,2021,0,1,159900
fiat,Ducato,2.3,2020,0,1,185900
fiat,Ducato,2.3,2020,0,1,159900
renault,Master,2.3,2018,129364,0,159900
volkswagem,Kombi,1.4,2009,130000,0,112000
fiat,Fiorino,1.4,2019,47000,0,23890
renault,Master,2.3,2017,291000,0,63900
volkswagem,Kombi,1.4,2013,136000,0,93900
fiat,Fiorino,1.4,2016,67000,0,32000
renault,Master,2.3,2020,0,1,50990
fiat,Fiorino,1.3,2006,130000,0,190000
fiat,Ducato,2.3,2015,40000,0,27890
fiat,Ducato,2.8,2009,275,0,114900
fiat,Ducato,2.8,2003,40000,0,45000
fiat,Ducato,2.3,2014,1,0,15000
fiat,Fiorino,1.4,2021,0,1,82000
fiat,Ducato,2.3,2014,49,0,75900
renault,Kangoo,1.6,2015,145509,0,79899
mercedes,Sprinter,,2021,0,1,36900
citroen,Jumpy,1.6,2019,19000,0,194900
fiat,Ducato,2.3,2012,168000,0,124890
citroen,Jumpy,1.6,2020,60000,0,64900
fiat,Fiorino,1.3,2013,285000,0,117000
fiat,Doblo,1.4,2013,170000,0,33900
renault,Master,2.3,2019,58000,0,44900
fiat,Fiorino,1.4,2020,33500,0,141900
fiat,Fiorino,1.4,2019,47582,0,76900
renault,Master,2.5,2013,273793,0,69900
fiat,Ducato,2.3,2013,330240,0,90000
fiat,Ducato,2.3,2011,258000,0,51000
fiat,Fiorino,1.4,2017,70000,0,84900
fiat,Fiorino,1.4,2018,84300,0,56900
peugeot,Expert,1.6,2019,81814,0,60990
renault,Master,2.3,2015,215570,0,68890
renault,Master,2.3,2018,39893,0,125000
mercedes,Sprinter,2.2,2020,0,1,157000
renault,Master,2.3,2019,119529,0,242000
mercedes,Sprinter,,2019,0,1,147000
renault,Master,2.3,2021,0,1,193900
mercedes,Sprinter,2.2,2019,0,1,184900
mercedes,Sprinter,2.2,2021,0,1,196900
fiat,Ducato,2.3,2015,80000,0,193900
volkswagem,Kombi,1.4,2014,141949,0,91900
mercedes,Sprinter,2.2,2017,135155,0,33990
renault,Master,2.3,2015,107000,0,179000
fiat,Ducato,2.3,2013,337000,0,108000
mercedes,Sprinter,2.2,2014,555517,0,63990
renault,Master,2.3,2014,316404,0,99000
fiat,Ducato,2.3,2012,345924,0,125000
mercedes,Sprinter,2.2,2008,100000,0,79000
mercedes,Sprinter,2.2,2020,0,1,49999
renault,Master,2.5,2010,280000,0,190000
renault,Master,2.3,2018,27600,0,70000
mercedes,Sprinter,2.2,2020,0,1,157000
fiat,Ducato,2.3,2014,230000,0,242000
renault,Master,2.3,2015,213094,0,87000
renault,Master,2.3,2019,119529,0,125000
mercedes,Sprinter,2.2,2018,239437,0,147000
renault,Master,2.5,2013,642536,0,185000
mercedes,Sprinter,2.2,2018,125850,0,92000
mercedes,Sprinter,2.2,2020,0,1,195000
renault,Master,2.3,2015,215570,0,235000
peugeot,Boxer,2.3,2014,232000,0,130000
peugeot,Boxer,2.3,2013,214000,0,79000
mercedes,Sprinter,2.2,2014,188000,0,67900
volkswagem,Kombi,1.4,2009,160000,0,138000
peugeot,Boxer,2.3,2011,365000,0,24900
renault,Master,2.5,2006,1,0,45900
volkswagem,Kombi,1.4,2012,202000,0,50000
volkswagem,Kombi,1.4,2010,107291,0,32500
mercedes,Sprinter,2.2,2013,234000,0,32900
mercedes,Sprinter,2.2,2015,150000,0,98000
fiat,Ducato,2.8,2008,270000,0,115000
peugeot,Boxer,2.3,2015,160000,0,52900
mercedes,Sprinter,2.2,2019,29000,0,65000
renault,Master,2.3,2016,173174,0,186900
renault,Master,2.3,2014,320000,0,140000
renault,Master,2.5,2009,450000,0,84900
fiat,Ducato,2.3,2014,111111,0,59000
volkswagem,Kombi,1.4,2013,142868,0,82000
peugeot,Boxer,2.8,2008,188000,0,31990
honda,Fit,1.4,2014,80351,0,62190
fiat,Idea,1.8,2014,89000,0,39900
honda,Fit,1.4,2005,131212,0,37990
chevrolet,Meriva,1.8,2010,130000,0,22990
citroen,Aircross,1.6,2011,73000,0,21900
honda,Fit,1.5,2015,87500,0,31990
mercedes,Vito,2.0,2016,148644,0,51500
honda,Fit,1.4,2010,178647,0,88000
chevrolet,Meriva,1.8,2007,207001,0,33900
honda,Fit,1.4,2014,68753,0,19870
honda,Fit,1.4,2007,122000,0,42990
citroen,C3,1.5,2014,62000,0,25999
honda,Fit,1.4,2010,120000,0,32990
chevrolet,Meriva,1.8,2008,105000,0,29900
citroen,Aircross,1.6,2016,60000,0,27990
honda,Fit,1.4,2011,109000,0,47890
honda,Fit,1.4,2013,180000,0,34900
fiat,Idea,1.4,2010,163000,0,39900
citroen,C3,1.5,2013,57100,0,23990
mercedes,Classe,2.0,2015,73000,0,33900
chevrolet,Spin,1.8,2013,115653,0,114900
fiat,Idea,1.6,2013,86000,0,42900
fiat,Idea,1.6,2016,70000,0,30890
mercedes,Classe,2.0,2020,11900,0,34790
citroen,C3,1.6,2012,72000,0,219000
mercedes,Classe,1.7,2011,65000,0,30872
fiat,Idea,1.8,2014,114500,0,36990
citroen,Aircross,1.6,2015,64302,0,33000
honda,Fit,1.5,2010,250000,0,36900
fiat,Idea,1.8,2015,162000,0,27900
honda,Fit,1.5,2012,110000,0,35000
citroen,Aircross,1.6,2015,41060,0,40890
mercedes,Classe,1.6,2014,81000,0,40900
peugeot,2008,1.6,2020,15000,0,82990
fiat,Idea,1.4,2014,54000,0,98990
fiat,Idea,1.8,2016,59000,0,34990
honda,Fit,1.4,2014,74000,0,44900
citroen,Aircross,1.6,2012,94000,0,43900
fiat,Idea,1.4,2007,186000,0,31900
honda,Fit,1.5,2007,103000,0,18900
mercedes,Classe,2.0,2020,9800,0,29990
chevrolet,Meriva,1.4,2012,141000,0,328990
fiat,Idea,1.8,2013,93194,0,23990
honda,Fit,1.4,2009,115700,0,35900
honda,Fit,1.5,2018,41913,0,37890
mercedes,Classe,1.6,2014,121000,0,62990
citroen,Aircross,1.6,2015,93000,0,64900
honda,Fit,1.5,2015,121000,0,40900
chevrolet,Spin,1.8,2013,119000,0,159690
honda,Fit,1.5,2014,108080,0,47990
fiat,Doblo,1.4,2013,111111,0,51790
nissan,Grand,1.8,2010,148394,0,32000
citroen,Jumpy,,2021,0,1,33890
fiat,Doblo,1.8,2018,55101,0,163900
chevrolet,Zafira,2.0,2012,161100,0,63900
fiat,Freemont,2.4,2012,132000,0,31900
fiat,Doblo,1.8,2008,120000,0,44890
nissan,Livina,1.8,2013,73000,0,27500
dodge,Journey,3.6,2013,144200,0,32900
fiat,Doblo,1.8,2013,121000,0,56870
chevrolet,Zafira,2.0,2012,218790,0,37990
fiat,Doblo,1.8,2012,240000,0,32000
chevrolet,Zafira,2.0,2005,119200,0,40900
chevrolet,Zafira,2.0,2010,148000,0,25000
chevrolet,Zafira,2.0,2009,147000,0,31990
nissan,Grand,1.8,2014,87000,0,23960
nissan,Livina,1.8,2014,62000,0,39990
jinbei,Topic,2.0,2013,94207,0,38888
chevrolet,Zafira,2.0,2005,105000,0,40900
chevrolet,Meriva,1.8,2007,173000,0,24500
citroen,Xsara,1.6,2012,115000,0,20900
chevrolet,Zafira,2.0,2007,145300,0,22900
dodge,Journey,,2009,93000,0,25980
fiat,Palio,1.8,2018,55000,0,37890
citroen,Xsara,2.0,2009,170000,0,55900
kia,Soul,1.6,2011,96000,0,44890
honda,Fit,1.4,2010,127000,0,35900
fiat,Doblo,1.8,2017,95000,0,36890
chevrolet,Zafira,2.0,2009,210000,0,53900
citroen,C3,1.6,2013,138000,0,27990
nissan,Livina,1.6,2010,90000,0,33790
kia,Soul,1.6,2012,98000,0,22990
chevrolet,Zafira,2.0,2006,186095,0,36990
chevrolet,Zafira,2.0,2008,234000,0,20000
citroen,Aircross,1.6,2017,16400,0,26900
citroen,Xsara,1.6,2008,115000,0,55900
dodge,Journey,3.6,2014,90000,0,18900
nissan,Livina,1.6,2011,131000,0,67000
renault,Scenic,2.0,2006,163560,0,28990
fiat,Freemont,2.4,2013,110000,0,15990
honda,New,1.5,2015,45000,0,56900
jinbei,Topic,2.0,2011,147000,0,48900
nissan,Livina,1.8,2013,123000,0,29500
fiat,Idea,1.8,2010,87000,0,33800
chevrolet,Meriva,1.8,2006,160000,0,26900
peugeot,207,1.6,2010,69000,0,195900
volkswagem,Polo,1.6,2020,30000,0,24990
ford,Fiesta,1.3,1998,90580,0,59890
volkswagem,Gol,1.0,2011,93000,0,73900
ford,Ka,1.0,2015,85000,0,22990
hyundai,Hb20,1.0,2019,28200,0,33899
kia,Picanto,1.0,2017,97000,0,46990
ford,Focus,1.8,2002,134031,0,42900
audi,A1,1.4,2011,86000,0,12500
chevrolet,Astra,2.0,2009,230000,0,46800
fiat,Palio,1.0,2006,159000,0,18900
chevrolet,Vectra,,2011,145450,0,11900
citroen,C4,2.0,2008,90000,0,31000
chevrolet,Onix,1.0,2019,17000,0,28900
fiat,Uno,1.4,2012,159000,0,48900
volkswagem,Golf,1.6,2010,169500,0,20900
nissan,Livina,1.8,2013,108000,0,33900
volkswagem,Gol,1.0,2011,70000,0,33870
volkswagem,Polo,1.6,2019,34000,0,18900
chevrolet,Corsa,1.0,1998,156000,0,55990
hyundai,Hb20,1.0,2016,58000,0,10890
peugeot,308,1.6,2016,47811,0,41990
renault,Sandero,1.0,2020,27500,0,47900
chevrolet,Astra,2.0,2007,129000,0,44880
renault,Kwid,1.0,2020,12000,0,20900
fiat,Uno,1.0,2012,111315,0,41500
peugeot,207,1.4,2012,196000,0,19990
ford,Fiesta,1.6,2006,98000,0,89000
chevrolet,Sonic,1.6,2012,102000,0,18500
fiat,Palio,1.0,2016,68000,0,60000
ford,Focus,2.0,2016,35000,0,26970
volkswagem,Gol,1.0,2011,99700,0,57900
audi,A1,1.4,2014,62000,0,19900
bmw,Serie,2.0,2010,105000,0,57900
fiat,Argo,1.8,2019,9000,0,41500
volkswagem,Fox,1.0,2014,79600,0,100000
chevrolet,Onix,1.0,2020,0,1,29900
fiat,Palio,1.0,2010,148000,0,74690
peugeot,208,1.2,2020,0,1,20900
